image_date,minx,miny,maxx,maxy,MEAN_SOLAR_ZENITH_ANGLE,CLOUDY_PIXEL_PERCENTAGE,AREA,VEGETATION_PERCENTAGE,THIN_CIRRUS_PERCENTAGE
2021-03-06_03-34-56,105.91454112647963,10.76226509236903,106.92510452852471,11.758657843410626,28.1569489774729,0.203377,48PXT,66.712636,0.000273
2021-03-03_03-25-30,106.10494066114646,8.953454850958392,106.91356853559611,9.94887797008472,29.889054839998,0.256567,48PXR,6.316034,0.0
2021-03-31_03-35-01,104.08343909404702,10.76577099881297,105.08948704583928,11.760133254715749,23.5627477845382,0.992689,48PVT,22.62594,0.514775
2021-03-31_03-34-58,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,22.7089357964008,1.458904,48PWT,26.193172,1.034808
2021-03-06_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,28.8851288496767,1.511518,48PWT,38.47056,5.6e-05
2021-03-06_03-35-03,104.08350759200457,10.76577099881297,105.08948704583928,11.76013323825948,29.621332326248,1.78816,48PVT,27.9535,0.000113
2021-03-16_03-35-35,103.58892767005518,8.955684810911857,104.17938983366636,9.950485237113282,26.9071387108564,2.153036,48PUR,0.033861,0.0
2021-03-11_03-34-56,105.91454112647963,10.762276272553756,106.92510452852471,11.758657843410626,26.7702229399263,2.578998,48PXT,63.037896,1.556372
2021-03-16_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,26.2015129217113,2.609925,48PWT,23.316978,3e-06
2021-03-11_03-35-11,105.91193437545276,9.859045466178475,106.75393034108248,10.854211396475144,26.2452195052013,3.135485,48PXS,64.119065,0.000183
2021-03-03_03-25-15,106.30422849079184,9.857075849513782,106.9190801917226,10.851803080374916,30.4234270623748,3.556566,48PXS,34.692878,0.0
2021-03-21_03-35-34,103.59029547621664,8.95568891746907,104.17938983366636,9.950485237113282,25.795328717221,3.770967,48PUR,0.0505,2.406359
2021-03-31_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,22.4131616364599,3.869404,48PWS,48.238203,2.417723
2021-03-11_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,27.524424920534,3.88801,48PWT,33.169514,0.829549
2021-03-16_03-34-56,105.91454112647963,10.762258896361178,106.92510452852471,11.758657843410626,25.4212715186809,4.015759,48PXT,44.714573,0.037788
2021-03-26_03-34-56,105.91454112647963,10.762240457488865,106.92510452852471,11.758657843410626,22.9340481501817,4.030197,48PXT,59.650785,2.715801
2021-03-06_03-35-17,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,29.0791317380752,5.116865,48PVS,25.121152,2.7e-05
2021-03-28_03-25-29,106.11148896986587,8.953454850958392,106.91356853559611,9.948854028868665,24.2042528348307,5.14739,48PXR,4.119908,0.000111
2021-03-06_03-35-10,105.91193437545276,9.859038833047483,106.75603371799043,10.854211396475144,27.5924265104488,5.544881,48PXS,63.920522,8.2e-05
2021-03-21_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,24.9611748561643,5.618571,48PVR,4.922462,2.600715
2021-03-06_03-35-35,103.58783631364793,8.955680618176132,104.17938983366636,9.950485237113282,29.3181670600721,5.685174,48PUR,0.045141,0.012969
2021-03-08_03-25-02,106.50217181390671,10.761188228150424,106.92510452852471,11.754940299445536,29.6464851540098,6.094007,48PXT,52.999514,1.453677
2021-03-21_03-35-46,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,24.6041885226027,6.153022,48PVQ,3.204117,4.934074
2021-03-06_03-35-21,103.78713433835144,9.86032098398257,104.17725512940856,10.854464395757088,29.8327824361599,7.651821,48PUS,25.277558,0.0
2021-03-06_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,27.276623176465,7.709311,48PWQ,2.345075,5.061901
2021-03-31_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.2749809057272,7.864547,48PVS,19.602169,7.646094
2021-03-11_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,27.0109166579382,7.870501,48PWS,59.610915,2.626325
2021-03-06_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,28.5538593002798,9.036052,48PVR,6.239511,0.0
2021-03-04_03-45-31,103.17560615147838,8.953902438142253,104.02706848131344,9.950082598130138,27.7421160765199,9.406775,48PUR,0.061469,0.875271
2021-03-06_03-35-14,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,28.3319401296357,10.532365,48PWS,60.661572,0.0
2021-03-31_03-35-19,103.7942448376504,9.860345797419162,104.17725512940856,10.854464395757088,24.1379428735395,10.584384,48PUS,29.197389,8.90462
2021-03-16_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,26.0949774330335,10.633143,48PVR,1.997598,0.000202
2021-03-16_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,25.6817581019262,11.384485,48PVQ,0.835422,0.146343
2021-03-16_03-35-03,104.08345282908112,10.76577099881297,105.08948704583928,11.760133224332012,26.9880075068094,11.847057,48PVT,13.2596,2.1e-05
2021-03-21_03-35-20,103.789322810921,9.8603282391086,104.17725512940856,10.854464395757088,26.1681383739984,12.4726,48PUS,15.635306,0.000132
2021-03-21_03-35-14,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,24.5221979740895,12.660267,48PWS,38.696879,1.184074
2021-03-14_03-45-30,103.17560615147838,8.953902438142253,104.0303543878512,9.9500921586178,25.1633147317981,12.975767,48PUR,0.077842,7.6e-05
2021-03-04_03-45-16,103.17035112378667,9.85756950139428,104.17536332616994,10.854464395757088,28.3078883109373,14.776293,48PUS,9.711714,4e-06
2021-03-31_03-35-09,105.91193437545276,9.859011476742364,106.76227367907263,10.854211396475144,21.5534350135315,14.951809,48PXS,45.684043,0.87454
2021-03-28_03-25-14,106.31024944828864,9.857075849513782,106.9190801917226,10.851770421433514,24.4892975852853,15.422449,48PXS,21.680395,0.023146
2021-03-06_03-35-25,105.90956829950066,8.956011812065725,106.54854383784162,9.950253775617009,27.0447257651442,15.677241,48PXR,25.065014,0.000215
2021-03-31_03-34-54,105.91454112647963,10.762233229776076,106.92510452852471,11.758657843410626,21.8577833888798,16.001604,48PXT,44.736472,3.743029
2021-03-21_03-35-28,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,24.1299334986719,16.687844,48PWR,24.622762,3.230903
2021-03-06_03-35-46,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,28.0458970643475,17.036297,48PVQ,3.322411,13.917641
2021-03-06_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,27.7956401472032,17.080966,48PWR,29.621559,0.160696
2021-03-21_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,23.7634302141244,17.193692,48PWQ,2.098381,12.903634
2021-03-16_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,24.8632575639243,18.036347,48PWQ,0.788285,6.72739
2021-03-01_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,30.2506037882245,19.834157,48PWT,29.768956,0.901357
2021-03-01_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,28.5304864849054,19.944981,48PWQ,1.013072,3.920166
2021-03-21_03-35-17,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,25.3434465345363,20.106184,48PVS,10.372089,1.298927
2021-03-13_03-25-15,106.30586940942646,9.857075849513782,106.9190801917226,10.851794912161768,27.8731455014362,21.058559,48PXS,18.694322,9.718373
2021-03-08_03-25-16,106.30313395371024,9.857075849513782,106.9190801917226,10.85180851989022,29.1339687833712,21.282571,48PXS,26.121619,20.08228
2021-03-16_03-35-14,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,25.733196624207,22.242846,48PWS,29.970199,1e-05
2021-03-11_03-35-26,105.90956829950066,8.956018380126002,106.54699352007027,9.950253775617009,25.7395935762356,22.70048,48PXR,25.74493,3.627733
2021-03-01_03-34-57,105.91454112647963,10.76229366981466,106.92510452852471,11.758657843410626,29.548061320464,23.352812,48PXT,49.407974,0.737578
2021-03-16_03-35-11,105.91193437545276,9.859032176939184,106.7571311320947,10.854211396475144,24.9415469928613,23.804222,48PXS,27.400741,0.0
2021-03-14_03-45-16,103.17035103578527,9.85756950139428,104.17540047922324,10.854464395757088,25.6439235380751,23.862349,48PUS,7.859281,0.011656
2021-03-21_03-34-59,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,24.939408528481,24.271154,48PWT,11.593674,0.860405
2021-03-18_03-25-30,106.10657778504309,8.953454850958392,106.91356853559611,9.948873618654376,26.2590885981254,24.356808,48PXR,2.564607,4.520143
2021-03-21_03-35-10,105.91193437545276,9.859033823581075,106.75737646257444,10.854211396475144,23.7055209913081,25.271571,48PXS,26.628965,1.362711
2021-03-21_03-34-56,105.91454112647963,10.762259960274266,106.92510452852471,11.758657843410626,24.1337161501539,26.9727,48PXT,25.554994,0.620743
2021-03-01_03-35-11,105.91193437545276,9.85906271574876,106.75082111990108,10.854211396475144,28.9488538021327,27.776319,48PXS,44.569159,0.510492
2021-03-29_03-45-15,103.17035103578527,9.85756950139428,104.17546902175512,10.854464395757088,22.1443428495465,28.423882,48PUS,8.207169,7.683873
2021-03-01_03-35-35,103.58347115542804,8.955663911022066,104.17938983366636,9.950485237113282,30.5614489383711,28.927981,48PUR,0.050853,16.555728
2021-03-11_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,26.5167555689322,29.282549,48PWR,29.473191,2.764609
2021-03-01_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,29.2742664371073,30.060959,48PVQ,1.771683,14.934516
2021-03-01_03-35-21,103.78276147873584,9.860305184771292,104.17725512940856,10.854464395757088,31.1134728957221,30.208948,48PUS,11.469528,5.874303
2021-03-23_03-25-15,106.3075110597724,9.857075849513782,106.9190801917226,10.851786728288031,25.5224031388557,30.244999,48PXS,19.599752,27.066571
2021-03-31_03-35-27,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,22.1484776882528,30.723421,48PWR,28.302372,20.475489
2021-03-01_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,30.3843231258849,30.891586,48PVS,15.00849,5.298616
2021-03-13_03-25-30,106.10657859248371,8.953454850958392,106.91356853559611,9.94887140008916,27.422355679685,31.148441,48PXR,4.841676,27.806485
2021-03-09_03-45-30,103.17560615147838,8.953902438142253,104.03254311599451,9.950098432357816,26.4367870777109,31.740672,48PUR,0.120611,24.410301
2021-03-21_03-35-25,105.90956829950066,8.956007964832308,106.54963813898743,9.950253775617009,23.3026950767892,32.007887,48PXR,11.909438,4.48422
2021-03-01_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,29.6623812596428,32.569599,48PWS,43.406478,0.460506
2021-03-29_03-45-29,103.17560615147838,8.953902438142253,104.0363897943938,9.950109513145344,21.8393846539475,33.06724,48PUR,0.086481,10.438194
2021-03-16_03-35-17,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,26.5305960238727,33.103357,48PVS,6.689271,4.3e-05
2021-03-01_03-35-04,104.08339797756592,10.765771015142654,105.08948704583928,11.760133218225423,30.9618232219481,33.297138,48PVT,15.759514,0.20017
2021-03-01_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,29.0889180022904,34.350162,48PWR,23.871684,2.45619
2021-03-16_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,25.2868796207866,35.303651,48PWR,15.515275,0.291688
2021-03-01_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,29.821730658226,35.340796,48PVR,4.240162,12.490589
2021-03-01_03-35-26,105.90956803063008,8.956030522007394,106.54316259414875,9.950253775617009,28.3642263890119,35.541371,48PXR,17.818567,1.156027
2021-03-09_03-45-16,103.17035112378667,9.85756950139428,104.17542468634907,10.854464395757088,26.9627307843281,38.71105,48PUS,8.039956,15.984499
2021-03-24_03-45-29,103.17560579945784,8.953902175291551,104.03436718570616,9.950103980458008,22.838526759272,39.962772,48PUR,0.16933,9.745283
2021-03-16_03-35-25,105.90956829950066,8.95600671947837,106.54991101834226,9.950253775617009,24.4840045117188,40.646741,48PXR,7.682616,0.123333
2021-03-21_03-35-03,104.08343909404702,10.76577099881297,105.08948704583928,11.760133221363992,25.7502399040054,45.198867,48PVT,3.574174,0.413813
2021-03-16_03-35-21,103.7882325492348,9.860324906795476,104.17725512940856,10.854464395757088,27.332563304925,45.315541,48PUS,5.651513,9.6e-05
2021-03-11_03-35-44,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,26.0424051139114,45.32967,48PWQ,0.399411,16.544573
2021-03-11_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,26.8367978377394,46.566582,48PVQ,1.044768,13.402836
2021-03-11_03-35-35,103.58728653338532,8.955677181243649,104.17938983366636,9.950485237113282,28.0888905930814,47.693941,48PUR,0.048562,29.39238
2021-03-18_03-25-15,106.30532267455509,9.857075849513782,106.9190801917226,10.851797636091524,26.6603014164525,49.753156,48PXS,7.877343,0.5492
2021-04-07_03-25-12,106.31626447710404,9.857075849513782,106.9190801917226,10.85174309742994,22.8264440912467,2.261855,48PXS,29.830354,1.410883
2021-04-13_03-45-25,103.17560579945784,8.953902438142253,104.0455869967226,9.950135949975191,19.8372420445489,11.296259,48PUR,0.077768,4.035009
2021-04-07_03-25-27,106.11749190591874,8.953454850958392,106.91356853559611,9.948830046936456,22.6783983107938,13.279055,48PXR,4.234963,12.751769
2021-04-10_03-35-31,103.60148179087022,8.955732430495507,104.17938983366636,9.950485237113282,22.5574499904247,15.068638,48PUR,0.049519,15.051341
2021-04-10_03-35-28,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.6706898416585,15.529036,48PVR,5.642772,12.91292
2021-04-10_03-35-39,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.7060252064178,16.212624,48PWQ,1.128901,4.945614
2021-04-10_03-35-25,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.7833263828557,17.693282,48PWR,21.52252,3.9458
2021-04-25_03-35-42,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.1215953140407,17.770684,48PVQ,2.801477,7.579633
2021-04-25_03-35-39,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.2636409167227,19.561856,48PWQ,1.224744,10.648333
2021-04-20_03-34-59,104.08367826105828,10.765771015142654,105.08948704583928,11.760133231872322,20.9798714085604,20.694458,48PVT,24.451892,1.953352
2021-04-30_03-34-54,105.91454112647963,10.762218877412892,106.92510452852471,11.758657843410626,18.9922394794019,21.770232,48PXT,41.616011,0.324571
2021-04-12_03-25-13,106.31462428281128,9.857075849513782,106.9190801917226,10.85175133359274,22.2307823973282,23.323493,48PXS,19.651297,2.807487
2021-04-12_03-25-27,106.1158549598136,8.953454850958392,106.91356853559611,9.948836592256685,22.1565303887026,25.133818,48PXR,1.986621,9.18723
2021-04-15_03-35-40,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.371716685233,26.186724,48PWQ,0.498021,15.181379
2021-04-30_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.0595744584696,26.609151,48PVR,2.806872,12.620319
2021-04-30_03-35-41,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.4424247407067,27.024937,48PWQ,1.174226,13.580005
2021-04-10_03-35-43,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.5940150514619,27.135341,48PVQ,1.388074,8.806855
2021-04-13_03-45-11,103.17035103578527,9.85756950139428,104.17557294400096,10.854464395757088,19.9102340444191,27.554138,48PUS,11.201871,4.207259
2021-04-20_03-35-42,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.1045133777,28.028039,48PVQ,2.433721,21.355383
2021-04-10_03-35-17,103.8008102659646,9.860369189040352,104.17725512940856,10.854464395757088,22.6676746671496,28.422102,48PUS,7.735606,8.540751
2021-04-30_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.015688654568,28.617355,48PWS,31.965682,1.001029
2021-04-30_03-35-27,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.2107913728025,30.787247,48PWR,14.852919,2.354727
2021-04-15_03-35-43,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.2560686247812,30.969695,48PVQ,1.204492,21.013302
2021-04-30_03-35-16,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,20.8745120508648,31.877512,48PVS,7.313848,5.857598
2021-04-25_03-35-24,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.1027126671191,32.28376,48PWR,15.259314,3.359061
2021-04-30_03-35-09,105.91193437545276,9.858999843836392,106.76453787373208,10.854211396475144,19.159534508654,32.713069,48PXS,29.758677,0.196423
2021-04-30_03-35-24,105.90956829950066,8.955982514208761,106.55702551541223,9.950253775617009,19.3655000642429,32.920845,48PXR,13.807487,4.87474
2021-04-20_03-34-56,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,20.092970667839,33.10104,48PWT,18.735705,4.239854
2021-04-25_03-35-06,105.91193437545276,9.85897573635887,106.77107831961672,10.854211396475144,19.1069056549981,34.394841,48PXS,34.810716,0.862709
2021-04-02_03-25-29,106.11149184083808,8.953454850958392,106.91356853559611,9.948851882902318,23.3592521292175,34.485837,48PXR,1.211314,24.759039
2021-04-30_03-35-45,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.2799886430246,35.475115,48PVQ,1.253845,12.215849
2021-04-25_03-34-58,104.08364423356682,10.765771015142654,105.08948704583928,11.760133229237391,20.7748558484236,36.823483,48PVT,19.24413,1.342414
2021-04-05_03-35-19,103.79479193710496,9.860347846018158,104.17725512940856,10.854464395757088,23.3173138731926,37.237432,48PUS,17.978984,7.834928
2021-04-20_03-35-39,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,20.2304745702395,37.304341,48PWQ,1.03849,29.58878
2021-04-25_03-35-21,105.90956829950066,8.955960885892615,106.5623144951992,9.950253775617009,19.2379971383018,39.27517,48PXR,12.817292,5.776877
2021-04-10_03-35-21,105.90956829950066,8.955967454216871,106.5606729031381,9.950253775617009,19.8961255370496,39.504609,48PXR,14.910069,9.110688
2021-04-25_03-34-51,105.91454112647963,10.762187009184384,106.92510452852471,11.758657843410626,19.015826941188,39.702465,48PXT,33.23428,0.814421
2021-04-25_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,19.9796075448523,40.632604,48PWS,30.061674,1.025551
2021-04-25_03-35-27,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,20.9694039474695,42.325239,48PVR,4.155809,17.570798
2021-04-30_03-35-19,103.79697646624234,9.860354894178148,104.17725512940856,10.854464395757088,21.734964578811,42.658055,48PUS,8.412853,15.60685
2021-04-10_03-35-13,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.7828279810226,43.149428,48PVS,1.661853,8.355417
2021-04-20_03-35-25,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.1460871230892,43.257101,48PWR,12.981851,11.704449
2021-04-30_03-34-58,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,19.8578504908649,44.242145,48PWT,12.93513,0.267733
2021-04-05_03-35-33,103.5954733503093,8.955709085640523,104.17938983366636,9.950485237113282,23.1348922542791,44.252299,48PUR,0.009403,10.961266
2021-04-20_03-34-52,105.91454112647963,10.762184917912878,106.92510452852471,11.758657843410626,19.206285641826,45.621128,48PXT,28.212541,9.42387
2021-04-20_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.1002276294688,46.223111,48PWS,25.22569,2.592709
2021-04-10_03-35-10,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.8975267539105,47.011596,48PWS,19.294664,16.80668
2021-04-05_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.2539500921527,48.737694,48PVR,0.872519,11.492981
2021-05-20_03-35-12,105.91193437545276,9.859023137225709,106.75959038888676,10.854211396475144,20.6228787918204,5.541514,48PXS,62.469399,1.040828
2021-05-10_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,21.1897545839314,5.656222,48PWQ,2.04705,0.000687
2021-05-02_03-25-27,106.11175776482116,8.953454850958392,106.91356853559611,9.948852124702784,21.7891230313439,6.515089,48PXR,3.509445,0.69441
2021-05-05_03-34-54,105.91454112647963,10.762237457564629,106.92510452852471,11.758657843410626,19.1416543158078,7.340642,48PXT,63.030308,4.564777
2021-05-10_03-35-47,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,21.9808102403373,7.880067,48PVQ,2.548402,0.038245
2021-05-30_03-35-36,103.59329662993456,8.95570137822974,104.17938983366636,9.950485237113282,24.3040299259967,8.994419,48PUR,0.032145,4.299378
2021-05-30_03-35-34,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,23.5632903893777,10.240587,48PVR,5.709696,4.224203
2021-05-20_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,21.7969389023683,11.685735,48PWR,24.527599,3.198636
2021-05-02_03-25-12,106.31079359200002,9.857075849513782,106.9190801917226,10.851770421433514,21.579587418994,12.198543,48PXS,28.054518,0.0
2021-05-05_03-34-58,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,19.9894040983613,12.655191,48PWT,33.514082,6.30199
2021-05-20_03-35-15,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,21.3932165076849,13.021332,48PWS,59.475178,3.248399
2021-05-05_03-35-08,105.91193437545276,9.859014810384574,106.7612455381726,10.854211396475144,19.3780241680286,14.257087,48PXS,50.827008,0.762568
2021-05-30_03-35-19,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,23.1205447700063,14.674919,48PVS,21.586323,0.582367
2021-05-30_03-35-04,104.08339797756592,10.76577099881297,105.08948704583928,11.76013322739928,22.7033679466034,14.704539,48PVT,43.199354,2.741321
2021-05-30_03-35-16,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,22.3732975887966,15.308122,48PWS,58.269137,0.078155
2021-05-30_03-35-45,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,23.3153050670104,16.842167,48PWQ,2.185935,9.473203
2021-05-30_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.940450260262,16.850857,48PWT,47.145486,1.694428
2021-05-30_03-35-48,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,24.0307621427554,18.427371,48PVQ,2.708644,11.328108
2021-05-30_03-35-22,103.7926091234413,9.860340543950931,104.17725512940856,10.854464395757088,23.8764021706386,19.445524,48PUS,17.909153,3.7e-05
2021-05-30_03-35-30,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,22.8319038176056,20.356628,48PWR,20.528214,4.316874
2021-05-20_03-35-26,105.90956829950066,8.955999449041144,106.5519181084259,9.950253775617009,21.042958811027,21.009159,48PXR,21.350724,14.147046
2021-05-20_03-35-01,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,21.0187224646017,22.085572,48PWT,45.785517,13.939182
2021-05-10_03-35-32,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.646313649714,22.218907,48PVR,3.311127,9.488452
2021-05-05_03-35-12,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.213789900551,22.474154,48PWS,46.634254,4.255364
2021-05-12_03-25-29,106.10548639749268,8.953454850958392,106.91356853559611,9.94887797008472,22.42669808478,23.477568,48PXR,3.409138,15.908273
2021-05-30_03-34-58,105.91454112647963,10.762242582877157,106.92510452852471,11.758657843410626,21.1869248416309,25.960815,48PXT,48.180085,1.023613
2021-05-10_03-35-35,103.59437999697948,8.955704138593441,104.17938983366636,9.950485237113282,22.4572170604862,26.037346,48PUR,0.043907,12.925485
2021-05-17_03-25-31,106.11039782404504,8.953454850958392,106.91356853559611,9.948856256166769,22.8633636180766,26.239942,48PXR,2.354664,17.932791
2021-05-30_03-35-12,105.91193437545276,9.859018148618368,106.7623061685464,10.854211396475144,21.6362600067774,26.809695,48PXS,41.176832,7.008419
2021-05-20_03-34-57,105.91454112647963,10.762246672275532,106.92510452852471,11.758657843410626,20.2324418698335,26.96748,48PXT,51.54314,19.523047
2021-05-10_03-35-29,104.99972617172784,8.9570263808174,106.00139103412452,9.951498048371398,20.8407698075061,27.662961,48PWR,14.941138,0.482971
2021-05-30_03-35-27,105.90956829950066,8.955996092616182,106.55292125594606,9.950253775617009,22.111486760366,28.282916,48PXR,16.710345,7.239419
2021-05-10_03-35-25,105.90956829950066,8.9559921185912,106.55374206555976,9.950253775617009,20.0419983321573,29.073436,48PXR,11.756616,0.001748
2021-05-03_03-45-29,103.17560623948354,8.953902438142253,104.0391107467284,9.950117398561012,19.7146891512401,30.41457,48PUR,0.169297,28.32436
2021-05-20_03-35-04,104.08352132704532,10.76577099881297,105.08948704583928,11.7601332509882,21.8126004696648,31.463373,48PVT,32.229543,13.28252
2021-05-10_03-35-14,104.99972536932816,9.861014510703738,106.00427689411958,10.855571229031138,20.5241474713845,32.110902,48PWS,36.423126,0.282474
2021-05-20_03-35-18,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,22.1720819895318,32.555305,48PVS,17.035353,17.509958
2021-05-05_03-35-23,105.90956829950066,8.955992992024143,106.55374206555976,9.950253775617009,19.6510628835962,33.144011,48PXR,14.437078,2.247993
2021-05-12_03-25-15,106.30477522271634,9.857075849513782,106.9190801917226,10.851800358829236,22.108361809093,34.575044,48PXS,15.609105,4.113725
2021-05-05_03-35-30,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,21.3015510746459,36.54883,48PVR,2.775419,28.321561
2021-05-10_03-35-11,105.91193437545276,9.859014858284054,106.76124625815756,10.854211396475144,19.710656756946,36.580599,48PXS,31.916317,0.14651
2021-05-10_03-34-56,105.91454112647963,10.762236358614214,106.92510452852471,11.758657843410626,19.4136900415268,37.418326,48PXT,28.544533,0.042314
2021-05-05_03-35-01,104.0833842425372,10.76577099881297,105.08948704583928,11.760133249102571,20.8404939388264,37.756036,48PVT,16.236967,19.27163
2021-05-15_03-35-43,104.999726884972,8.052450962132822,105.99876650307654,9.046833369621034,21.6919103780778,40.639128,48PWQ,1.199336,19.699274
2021-05-20_03-35-33,104.087272727106,8.95725437122164,105.0889503905584,9.9514972213457,22.5603360133453,42.073379,48PVR,6.556753,18.812446
2021-05-05_03-35-15,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.0537769106002,45.788461,48PVS,11.650618,21.534155
2021-05-10_03-35-00,104.99972447777296,10.765496068187831,106.00743126841935,11.760133988205896,20.2410584784893,48.644377,48PWT,14.827964,0.78508
2021-05-10_03-35-17,104.08464228812768,9.861265852254354,105.08920676455372,10.855570332213132,21.343457047205,48.91999,48PVS,8.354671,9.258201
2021-05-17_03-25-16,106.30969919914816,9.857075849513782,106.9190801917226,10.85177606717318,22.5023000742809,49.066283,48PXS,11.59575,7.741176
2021-06-27_03-45-32,103.17560615147838,8.953902438142253,104.03299771388656,9.950099706599644,24.1591471540795,2.865089,48PUR,0.172809,2.272504
2021-06-04_03-35-05,104.08341171259598,10.76577099881297,105.08948704583928,11.760133214487114,23.1426972903942,3.439345,48PVT,53.852916,1.772324
2021-06-29_03-35-49,104.08966492388936,8.052655568438503,105.0887172101058,9.04683266589854,25.9312034006589,5.181562,48PVQ,3.653037,0.246124
