PRODUCT_ID,GRANULE_MEAN_AOT,GRANULE_MEAN_WV,OZONE_VALUE,CLOUDY_PIXEL_PERCENTAGE,THIN_CIRRUS_PERCENTAGE,VEGETATION_PERCENTAGE,MEAN_SOLAR_ZENITH_ANGLE,WATER_PERCENTAGE,SNOW_ICE_PERCENTAGE,_source_file,AREA
S2A_MSIL2A_20240214T031831_N0510_R118_T48PWQ_20240214T063445,0.175754,4.537909,241.200445,7.843013,6.047797,2.115866,32.3576879219556,83.569199,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-14_03-35-42\20240214T031831_20240214T033203_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20240214T031831_N0510_R118_T48PVQ_20240214T063445,0.178825,4.603206,241.260923,2.458671,0.000163,3.137146,33.0231390785962,86.502075,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-14_03-35-45\20240214T031831_20240214T033203_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20240216T030819_N0510_R075_T48PXS_20240216T052804,0.305877,3.152103,243.254692,38.77556,0.002518,18.795414,34.3431359496618,20.529275,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-16_03-25-17\20240216T030819_20240216T031950_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20240216T030819_N0510_R075_T48PXR_20240216T052804,0.159783,3.306421,243.061911,22.739211,0.074892,2.23953,33.7108213024217,69.602752,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-16_03-25-32\20240216T030819_20240216T031950_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240217T032821_N0510_R018_T48PUS_20240217T064849,0.143084,2.595259,244.374773,3.737321,2.1e-05,16.405648,32.4572161162457,73.649269,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-17_03-45-14\20240217T032821_20240217T033854_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240217T032821_N0510_R018_T48PUR_20240217T064849,0.201477,3.083998,243.541011,12.534043,0.0,0.068746,31.7951996199142,87.307149,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-17_03-45-29\20240217T032821_20240217T033854_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20240219T031759_N0510_R118_T48PXT_20240219T063004,0.406967,4.102488,242.816622,4.128123,0.690446,62.506342,32.447269378428,1.639648,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-34-58\20240219T031759_20240219T033322_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20240219T031759_N0510_R118_T48PWT_20240219T063004,0.347612,3.982797,243.271438,23.789248,0.469235,26.751626,33.0968693568631,0.945246,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-01\20240219T031759_20240219T033322_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20240219T031759_N0510_R118_T48PXS_20240219T063004,0.329965,4.34999,242.776297,22.564037,0.000271,44.140521,31.7868875908784,3.236523,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-12\20240219T031759_20240219T033322_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20240219T031759_N0510_R118_T48PWS_20240219T063004,0.436377,4.316181,243.043876,49.228886,5.6e-05,17.903185,32.4464855116008,1.896109,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-16\20240219T031759_20240219T033322_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20240219T031759_N0510_R118_T48PVS_20240219T063004,0.374899,4.09675,243.040192,31.869662,0.798464,8.934436,33.1156379805713,38.269818,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-19\20240219T031759_20240219T033322_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20240219T031759_N0510_R118_T48PUS_20240219T063004,0.297555,3.911873,242.713755,33.665144,0.14076,6.889185,33.79319682463,52.17157,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-22\20240219T031759_20240219T033322_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20240219T031759_N0510_R118_T48PXR_20240219T063004,0.332055,4.272312,242.537363,30.341408,0.0,17.514232,31.137385247968,32.618394,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-27\20240219T031759_20240219T033322_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20240219T031759_N0510_R118_T48PWR_20240219T063004,0.349692,4.285891,242.707065,36.239231,0.000733,16.240248,31.8072576144538,13.408406,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-30\20240219T031759_20240219T033322_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20240219T031759_N0510_R118_T48PVR_20240219T063004,0.310338,4.237843,242.683222,18.646926,0.575575,4.915531,32.4865434445093,66.481668,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-34\20240219T031759_20240219T033322_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20240219T031759_N0510_R118_T48PUR_20240219T063004,0.252604,4.376023,242.357037,7.391019,0.0,0.042439,33.1740744647431,92.555547,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-36\20240219T031759_20240219T033322_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20240219T031759_N0510_R118_T48PWQ_20240219T063004,0.226961,4.253212,242.233135,17.499603,1.451229,1.2698,31.179119393933,76.945716,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-45\20240219T031759_20240219T033322_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20240219T031759_N0510_R118_T48PVQ_20240219T063004,0.217868,4.455995,241.696339,14.722486,0.154817,1.843683,31.8687560709904,78.110874,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-19_03-35-48\20240219T031759_20240219T033322_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20240221T030741_N0510_R075_T48PXR_20240221T061752,0.076377,3.86423,250.313837,23.663475,0.0,2.626311,32.5438202536732,68.130714,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-21_03-25-29\20240221T030741_20240221T032142_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20240222T032749_N0510_R018_T48PUS_20240222T062213,0.339929,3.489802,244.490637,28.155628,0.000718,8.469925,31.172854467019,57.423455,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-22_03-45-17\20240222T032749_20240222T034048_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20240222T032749_N0510_R018_T48PUR_20240222T062213,0.187239,3.106002,244.237854,6.2728,0.0,0.085065,30.5372805905574,93.567616,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-22_03-45-31\20240222T032749_20240222T034048_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20240224T031721_N0510_R118_T48PXT_20240224T063353,0.281546,3.934333,246.776623,33.757803,0.000268,35.485128,31.124248493923,1.180356,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-34-55\20240224T031721_20240224T033048_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20240224T031721_N0510_R118_T48PXS_20240224T063353,0.245884,4.191734,245.740027,37.139782,0.000145,32.951987,30.4904184280991,2.224831,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-10\20240224T031721_20240224T033048_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20240224T031721_N0510_R118_T48PWS_20240224T063353,0.212068,4.17465,245.758479,44.982511,3e-05,31.017411,31.174841075237,1.883703,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-13\20240224T031721_20240224T033048_T48PWS_metadata.json,48PWS
S2A_MSIL2A_20240224T031721_N0510_R118_T48PVS_20240224T063353,0.181519,3.730708,245.644167,42.73122,0.000425,8.903816,31.8683468103603,30.43265,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-16\20240224T031721_20240224T033048_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20240224T031721_N0510_R118_T48PUS_20240224T063353,0.127767,3.326509,245.277456,31.470615,0.000597,10.943074,32.5697549538205,50.787407,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-20\20240224T031721_20240224T033048_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240224T031721_N0510_R118_T48PXR_20240224T063353,0.159067,4.005171,244.774475,38.453391,0.000509,13.984941,29.8690696805143,31.031027,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-24\20240224T031721_20240224T033048_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240224T031721_N0510_R118_T48PWR_20240224T063353,0.146292,3.932668,244.687965,40.928179,0.00137,15.972598,30.5642007547631,13.267942,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-28\20240224T031721_20240224T033048_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20240224T031721_N0510_R118_T48PVR_20240224T063353,0.1231,3.481708,244.650883,21.981029,0.000136,3.99356,31.2682105207369,65.882182,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-31\20240224T031721_20240224T033048_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20240224T031721_N0510_R118_T48PUR_20240224T063353,0.090113,3.701999,244.827564,2.69798,0.000293,0.024656,31.9799053669456,97.260028,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-34\20240224T031721_20240224T033048_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20240224T031721_N0510_R118_T48PWQ_20240224T063353,0.139243,3.538234,244.457406,16.701743,0.000365,1.659686,29.966334693039,76.215672,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-42\20240224T031721_20240224T033048_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20240224T031721_N0510_R118_T48PVQ_20240224T063353,0.099466,3.380183,244.242995,5.160739,0.0,2.462165,30.681046962412,84.890056,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-24_03-35-46\20240224T031721_20240224T033048_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20240226T030709_N0510_R075_T48PXS_20240226T061108,0.287791,2.753095,246.947737,7.003204,0.778899,34.301317,31.8890303871219,25.679561,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-26_03-25-15\20240226T030709_20240226T032415_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20240226T030709_N0510_R075_T48PXR_20240226T061108,0.119224,3.064983,246.76182,5.191797,3.117668,6.455484,31.3147712296667,80.075675,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-26_03-25-30\20240226T030709_20240226T032415_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240227T032711_N0510_R018_T48PUS_20240227T074952,0.131186,3.641466,249.0484,21.795459,0.812367,9.575447,29.8520906233415,63.383675,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-27_03-45-16\20240227T032711_20240227T033956_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240227T032711_N0510_R018_T48PUR_20240227T074952,0.186727,3.827997,249.647447,12.884396,0.018228,0.048979,29.2467058167986,86.972857,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-27_03-45-30\20240227T032711_20240227T033956_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20240229T031649_N0510_R118_T48PXT_20240229T061010,0.209625,3.552589,244.178322,0.97008,0.245593,66.159791,29.7518764848546,1.49235,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-34-55\20240229T031649_20240229T032856_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20240229T031649_N0510_R118_T48PWT_20240229T061010,0.383783,3.616769,246.248522,0.247079,0.244186,43.068278,30.4507167017608,1.802837,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-34-59\20240229T031649_20240229T032856_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20240229T031649_N0510_R118_T48PVT_20240229T061010,0.31067,3.316575,248.057643,0.69097,0.553377,27.035844,31.1583132731059,1.236675,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-02\20240229T031649_20240229T032856_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20240229T031649_N0510_R118_T48PXS_20240229T061010,0.293999,3.458559,243.891534,8.442374,3.291102,64.30741,29.1479462194805,3.500854,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-10\20240229T031649_20240229T032856_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20240229T031649_N0510_R118_T48PWS_20240229T061010,0.275848,3.438044,245.224529,9.236841,8.620791,64.917505,29.8577189727951,3.252335,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-13\20240229T031649_20240229T032856_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20240229T031649_N0510_R118_T48PVS_20240229T061010,0.293547,3.331567,247.367953,0.89657,0.877087,27.286714,30.5760020315039,42.829874,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-16\20240229T031649_20240229T032856_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20240229T031649_N0510_R118_T48PUS_20240229T061010,0.16665,2.99369,249.311943,1.651172,1.388479,29.431358,31.3015897453299,61.794543,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-20\20240229T031649_20240229T032856_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20240229T031649_N0510_R118_T48PXR_20240229T061010,0.299879,3.798373,244.453844,21.453388,4.037378,25.403517,28.5583645242177,30.696869,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-24\20240229T031649_20240229T032856_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20240229T031649_N0510_R118_T48PWR_20240229T061010,0.353954,3.686151,244.950512,17.155743,3.611843,33.336467,29.2792507135125,11.982674,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-28\20240229T031649_20240229T032856_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20240229T031649_N0510_R118_T48PVR_20240229T061010,0.202888,3.637881,246.509512,12.073895,5.954655,5.861576,30.0083591449714,68.309182,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-31\20240229T031649_20240229T032856_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20240229T031649_N0510_R118_T48PUR_20240229T061010,0.215919,3.64499,248.351083,42.227921,36.709622,0.052091,30.7444775282938,57.71631,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-34\20240229T031649_20240229T032856_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20240229T031649_N0510_R118_T48PWQ_20240229T061010,0.195063,3.844013,246.008537,48.542759,31.693742,0.198334,28.7154578954389,46.250969,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-42\20240229T031649_20240229T032856_T48PWQ_metadata.json,48PWQ
S2B_MSIL2A_20240229T031649_N0510_R118_T48PVQ_20240229T061010,0.179918,3.850921,246.895509,20.00632,8.891769,1.263496,29.4555124932631,72.879362,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-02\S2_2024-02-29_03-35-46\20240229T031649_20240229T032856_T48PVQ_metadata.json,48PVQ
S2A_MSIL2A_20240302T030631_N0510_R075_T48PXT_20240302T061846,0.329326,3.995317,243.73968,7.800921,7.2458,53.728074,31.1579913972006,1.478452,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-02_03-25-02\20240302T030631_20240302T032031_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20240302T030631_N0510_R075_T48PXS_20240302T061846,0.491901,4.292246,243.610759,9.289292,8.481531,31.008217,30.6029503121329,24.051046,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-02_03-25-16\20240302T030631_20240302T032031_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20240302T030631_N0510_R075_T48PXR_20240302T061846,0.197135,4.541326,244.528007,32.320803,21.230841,6.041171,30.0630517824577,54.542488,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-02_03-25-31\20240302T030631_20240302T032031_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20240303T032629_N0510_R018_T48PUR_20240303T063049,0.310408,4.574998,243.650022,36.354339,5.580302,0.005245,27.9405509180621,63.550121,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-03_03-45-28\20240303T032629_20240303T033915_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20240305T031621_N0510_R118_T48PVT_20240305T073051,0.549505,3.860924,244.659301,30.282992,0.220241,8.158046,29.8082931893873,0.604843,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-04\20240305T031621_20240305T033104_T48PVT_metadata.json,48PVT
S2A_MSIL2A_20240305T031621_N0510_R118_T48PVS_20240305T073051,0.474496,3.967957,244.935004,41.144702,6.372009,7.399982,29.2604981159358,32.871699,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-19\20240305T031621_20240305T033104_T48PVS_metadata.json,48PVS
S2A_MSIL2A_20240305T031621_N0510_R118_T48PUS_20240305T073051,0.307782,3.660283,244.122501,33.921412,8.685228,11.165128,30.0104801245661,48.530388,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-22\20240305T031621_20240305T033104_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240305T031621_N0510_R118_T48PXR_20240305T073051,0.350924,4.099872,247.242516,47.032613,0.0,6.642345,27.2279307817081,35.644084,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-27\20240305T031621_20240305T033104_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240305T031621_N0510_R118_T48PWR_20240305T073051,0.349156,4.094987,245.631577,47.303784,0.0,10.271781,27.9749146912837,15.01009,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-30\20240305T031621_20240305T033104_T48PWR_metadata.json,48PWR
S2A_MSIL2A_20240305T031621_N0510_R118_T48PVR_20240305T073051,0.331213,4.079775,244.285503,15.049708,0.122644,3.262922,28.7293394194616,71.361172,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-33\20240305T031621_20240305T033104_T48PVR_metadata.json,48PVR
S2A_MSIL2A_20240305T031621_N0510_R118_T48PUR_20240305T073051,0.392592,4.259997,243.530121,25.022963,12.768066,0.007433,29.4899862768152,74.949491,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-36\20240305T031621_20240305T033104_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20240305T031621_N0510_R118_T48PWQ_20240305T073051,0.391196,4.098293,245.88574,18.006258,3.043639,0.705542,27.4496627386355,78.302449,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-44\20240305T031621_20240305T033104_T48PWQ_metadata.json,48PWQ
S2A_MSIL2A_20240305T031621_N0510_R118_T48PVQ_20240305T073051,0.393327,4.125987,244.606632,15.236928,0.646584,0.410148,28.2151356804698,81.779355,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-05_03-35-48\20240305T031621_20240305T033104_T48PVQ_metadata.json,48PVQ
S2B_MSIL2A_20240307T030549_N0510_R075_T48PXR_20240307T060316,0.480766,3.448766,245.454622,26.659492,15.343645,0.349173,28.8347546119213,67.933708,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-07_03-25-25\20240307T030549_20240307T032235_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240308T032601_N0510_R018_T48PUS_20240308T074151,0.411357,2.536158,246.682925,29.085368,23.382165,7.148414,27.1494236827635,59.689254,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-08_03-45-17\20240308T032601_20240308T034226_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240308T032601_N0510_R018_T48PUR_20240308T074151,0.3544,2.976989,245.27691,38.124856,25.736225,0.046652,26.6171728814313,61.743051,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-08_03-45-31\20240308T032601_20240308T034226_T48PUR_metadata.json,48PUR
S2A_MSIL2A_20240312T030521_N0510_R075_T48PXT_20240312T074052,0.311264,3.086922,247.349016,19.465645,16.285889,50.351846,28.5246912369457,0.487521,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-12_03-25-02\20240312T030521_20240312T031850_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20240312T030521_N0510_R075_T48PXS_20240312T074052,0.359837,3.162282,247.775603,16.254224,14.614221,29.717472,28.0476347269579,24.397296,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-12_03-25-16\20240312T030521_20240312T031850_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20240312T030521_N0510_R075_T48PXR_20240312T074052,0.218264,3.137629,248.360704,25.710538,25.088149,7.305954,27.5899459862246,58.438742,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-12_03-25-31\20240312T030521_20240312T031850_T48PXR_metadata.json,48PXR
S2A_MSIL2A_20240315T031521_N0510_R118_T48PXT_20240315T073251,0.305222,2.683657,256.182737,30.705208,27.594173,43.758279,25.6089934562707,0.962996,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-15_03-34-57\20240315T031521_20240315T033302_T48PXT_metadata.json,48PXT
S2A_MSIL2A_20240315T031521_N0510_R118_T48PWT_20240315T073251,0.443766,2.955568,256.145083,21.697304,20.118849,25.199854,26.3854126138673,1.30833,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-15_03-35-00\20240315T031521_20240315T033302_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20240317T030519_N0510_R075_T48PXS_20240317T061007,0.231103,3.502928,246.607197,38.059503,1.099156,13.817985,26.8298817357349,14.246088,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-17_03-25-15\20240317T030519_20240317T031853_T48PXS_metadata.json,48PXS
S2A_MSIL2A_20240318T032521_N0510_R018_T48PUS_20240318T074851,0.262394,3.274037,245.588596,18.928146,4.592972,12.923051,24.5530329715109,60.81751,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-18_03-45-17\20240318T032521_20240318T034151_T48PUS_metadata.json,48PUS
S2A_MSIL2A_20240318T032521_N0510_R018_T48PUR_20240318T074851,0.317072,3.400995,246.520123,21.557532,1.872894,0.105156,24.1160134501065,78.274715,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-18_03-45-31\20240318T032521_20240318T034151_T48PUR_metadata.json,48PUR
S2B_MSIL2A_20240320T031519_N0510_R118_T48PXT_20240320T063914,0.203194,2.553579,250.370042,0.009129,0.000237,59.422505,24.3083754373505,1.29633,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-34-57\20240320T031519_20240320T033038_T48PXT_metadata.json,48PXT
S2B_MSIL2A_20240320T031519_N0510_R118_T48PWT_20240320T063914,0.419745,2.825397,250.372552,1.378151,0.000103,25.622377,25.1103496666263,1.597606,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-00\20240320T031519_20240320T033038_T48PWT_metadata.json,48PWT
S2B_MSIL2A_20240320T031519_N0510_R118_T48PVT_20240320T063914,0.51978,3.086329,250.021555,2.10903,0.001093,14.77225,25.917636623374,1.077603,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-03\20240320T031519_20240320T033038_T48PVT_metadata.json,48PVT
S2B_MSIL2A_20240320T031519_N0510_R118_T48PXS_20240320T063914,0.443876,2.806043,251.389176,0.70319,0.000654,62.033808,23.8721289502099,4.151873,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-11\20240320T031519_20240320T033038_T48PXS_metadata.json,48PXS
S2B_MSIL2A_20240320T031519_N0510_R118_T48PWS_20240320T063914,0.449856,2.977737,250.958809,0.427995,0.0,46.940097,24.6851688675678,3.720764,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-15\20240320T031519_20240320T033038_T48PWS_metadata.json,48PWS
S2B_MSIL2A_20240320T031519_N0510_R118_T48PVS_20240320T063914,0.509201,3.007306,251.041161,2.348035,0.000458,15.593797,25.5029625449289,43.115437,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-18\20240320T031519_20240320T033038_T48PVS_metadata.json,48PVS
S2B_MSIL2A_20240320T031519_N0510_R118_T48PUS_20240320T063914,0.47345,2.918776,251.379038,10.975538,0.0,16.710831,26.3243735059824,61.021954,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-21\20240320T031519_20240320T033038_T48PUS_metadata.json,48PUS
S2B_MSIL2A_20240320T031519_N0510_R118_T48PXR_20240320T063914,0.407948,2.98316,252.334532,15.054201,0.0,28.685185,23.4607320925042,31.319231,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-26\20240320T031519_20240320T033038_T48PXR_metadata.json,48PXR
S2B_MSIL2A_20240320T031519_N0510_R118_T48PWR_20240320T063914,0.431902,3.145248,252.07307,15.182361,0.000136,22.388612,24.2844782051918,13.53745,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-29\20240320T031519_20240320T033038_T48PWR_metadata.json,48PWR
S2B_MSIL2A_20240320T031519_N0510_R118_T48PVR_20240320T063914,0.356529,3.171821,251.836434,10.750303,0.0,4.051562,25.1124130708224,71.730435,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-32\20240320T031519_20240320T033038_T48PVR_metadata.json,48PVR
S2B_MSIL2A_20240320T031519_N0510_R118_T48PUR_20240320T063914,0.361013,2.947019,252.351368,17.053416,0.002236,0.051063,25.9434328586221,82.88644,0.0,dbscl-sentinel-2-2024\dbscl-sentinel-2_2024-03\S2_2024-03-20_03-35-35\20240320T031519_20240320T033038_T48PUR_metadata.json,48PUR
